Text,Author
I will be live on all of the major morning talk shows. Enjoy!,Trump
"Because not there: this woman's answer sorts,",Shakespeare
"While I have never met @nytdavidbrooks of the NY Times, I consider him one of the dumbest of all pundits- he has no sense of the real world!",Trump
"""@Antonio92692: @CNNPolitics @realDonaldTrump TRUMP IS THE SMARTEST AND BEST MAN TO SAVE AMERICA. https://t.co/6pf1a0yDRa""  Thank you!",Trump
"himself possessed him, yet I'll speak to him.",Shakespeare
"Enter Time, the Chorus",Shakespeare
"Here, Marcus, fold it in the oration,",Shakespeare
RT @CLewandowski_: The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident  Breitbart htt_,Trump
"Where you were tied in duty, and as sorry",Shakespeare
"is a fool, and, as aforesaid, Patroclus is a fool.",Shakespeare
"Green earthen pots, bladders and musty seeds,",Shakespeare
"Faith, I know not what to say.",Shakespeare
".@USATODAY Poll and @QuinnipiacPoll say that I beat both Hillary and Bernie, and I havnt even started on them yet!",Trump
"a-wooing, 'Priami,' is my man Tranio, 'regia,'",Shakespeare
"Then in dumb silence will I bury mine,",Shakespeare
"To bear the matter thus, mere weakness. If",Shakespeare
"Great even in SC tonight! Fire Marshall would not let everyone in-- 5,000 turned away. Thank you for coming!",Trump
"And, notwithstanding all this loss of blood,",Shakespeare
"the scratching of thee, I would make thee the",Shakespeare
SCENE III. A room in Sempronius' house.,Shakespeare
"wailing, my sister crying, our maid howling, our cat",Shakespeare
this controversy.,Shakespeare
"THANK YOU Grand Rapids, Michigan! Time to end political correctness &amp; secure our homeland! https://t.co/cyRCfwxJg3 https://t.co/PPrriLTFgA",Trump
Thank you for all of your support! Most importantly - we need to get everyone out to VOTE! #VoteTrump2016 https://t.co/ezCsk3cWaJ,Trump
that give fools money get themselves a good,Shakespeare
Fall all together.,Shakespeare
"You taught me language, and my profit on't",Shakespeare
RT @BrianCraigShow: #DonaldTrump takes massive lead in WSJ #NBC #poll twice the support of #JebBush http://t.co/5AjJJschQ2 @realDonaldTrump_,Trump
"And if I die to-morrow, this is hers,",Shakespeare
"I'll believe him as an enemy, and give over my trade.",Shakespeare
To come as humbly as they used to creep,Shakespeare
"Rude, in sooth, in good sooth, very rude.",Shakespeare
"Great rally in Fresno, California- great crowd! Thank you! #Trump2016 https://t.co/TVSPvxOmve",Trump
"Monster, I will kill this man: his daughter and I",Shakespeare
"Come, Sir Andrew, there's no remedy, the gentleman",Shakespeare
There's meaning in thy snores.,Shakespeare
I wonder men dare trust themselves with men:,Shakespeare
Marvellous sweet music!,Shakespeare
Exeunt BIANCA and Servant,Shakespeare
"""Every American needs to say 2 simple words to every Vet they meet: THANK YOU!"" John Wayne Walding
https://t.co/wG8EzPHZt1",Trump
"from a spider, without drawing their massy irons and",Shakespeare
"That can with some discretion do my business,",Shakespeare
Who keeps the tent now?,Shakespeare
SATURNINUS reads the letter,Shakespeare
For I will kiss her.,Shakespeare
I have forsworn.,Shakespeare
Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews,Trump
HERMIONE comes down,Shakespeare
Enter SIR TOBY BELCH and Clown,Shakespeare
"being a tall fellow, trust me not. Hark! the kings",Shakespeare
"O, out of that 'no hope'",Shakespeare
with an ordinary fool that has no more brain,Shakespeare
"Take in your love, and then let me alone.",Shakespeare
"daylight! an 'twere dark, you'ld close sooner.",Shakespeare
"That matter needless, of importless burden,",Shakespeare
I wonder why somebody doesnt do something about the clowns @politico and their totally dishonest reporting.,Trump
"Holy, fair and wise is she,",Shakespeare
"""@Keeganbcall: @realDonaldTrump I support you because I know you are person who gets things done right. This nation needs someone like that.",Trump
To bless the bed of majesty again,Shakespeare
"Abroad? why then, women are more valiant",Shakespeare
Dont believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!,Trump
"Bury him where you can, he comes not here.",Shakespeare
The injury of tongues in courts and kingdoms,Shakespeare
"By my troth, the fool has an excellent breast. I",Shakespeare
"Thank you, Iowa! #Trump2016 https://t.co/ryhEheTLqN",Trump
Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,Trump
"Honest as either, to purge him of that humour",Shakespeare
Athens is become a forest of beasts.,Shakespeare
Nice story from @businessinsider http://t.co/O0snYivV0M,Trump
"This is the tragic tale of Philomel,",Shakespeare
"I didnt suggest a database-a reporter did. We must defeat Islamic terrorism &amp; have surveillance, including a watch list, to protect America",Trump
"The one is Murder, Rape is the other's name,",Shakespeare
"Wow, you are all correct about @FoxNews - totally biased and disgusting reporting.",Trump
"Refusing her grand hests, she did confine thee,",Shakespeare
"Some subtilties o' the isle, that will not let you",Shakespeare
FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16 https://t.co/E6ZtVjSQZa,Trump
Was fairer than his grandam and as chaste,Shakespeare
"Good madam, let me see your face.",Shakespeare
to the sleeve-hand and the work about the square on't.,Shakespeare
Of all that may concern thy love-affairs.,Shakespeare
"""@hoosierclinger: Good job @realDonaldTrump for badgering Ford. Why didnt POTUS or Hillary care about those UAW jobs in Ohio?""",Trump
"If you accept them, then their worth is great.",Shakespeare
"saved me my pains, to have taken it away yourself.",Shakespeare
And yet she takes exceptions at your person.,Shakespeare
A thousand moral paintings I can show,Shakespeare
"Sirs, stop their mouths, let them not speak to me,",Shakespeare
How does thy honour? Let me lick thy shoe.,Shakespeare
They think my little stomach to the war,Shakespeare
"Sound, sound, sound, sound!",Shakespeare
"I have business to my lord, dear queen. My lord,",Shakespeare
"But I attest the gods, your full consent",Shakespeare
RT @IvankaTrump: .@realDonaldTrump won tonights #GOBDebate by a landslide! I couldnt be more proud of him! Not easy!! http://t.co/OSLPZ48_,Trump
When my indispos ition put you back:,Shakespeare
"""@IgnatiusGReilly: @charlescwcooke @realDonaldTrump @FoxNews will you cry when Marco Amnesty loses nomination?""",Trump
"""A rough night for Hillary Clinton""  ABC News.",Trump
"The gain I seek is, quiet in the match.",Shakespeare
That have their alms out of the empress' chest.,Shakespeare
"""@w4djt: ""Under a Trump presidency, America will make brilliant new trade deals!"" Donald Trump #dtmag https://t.co/NpYI9i4iSG""",Trump
I am in Colorado - big day planned - but nothing can be as big as yesterday!,Trump
"""@Bonfiredesigns: @StellaDean Lets Get United In America With @realDonaldTrump https://t.co/a04Hne16Gp""",Trump
We are so virtuously bound--,Shakespeare
"'Tis just to each of them, he is himself.",Shakespeare
"Who, like a boar too savage, doth root up",Shakespeare
"Seeing too much sadness hath congeal'd your blood,",Shakespeare
Hast thou beheld a fresher gentlewoman?,Shakespeare
To be a torment to mine enemies?,Shakespeare
The dignity of this act was worth the audience of,Shakespeare
"Or a keeper with my freedom,",Shakespeare
"Is fashion'd for the journey, dull and heavy.",Shakespeare
To Attendants,Shakespeare
And fetch shrill echoes from the hollow earth.,Shakespeare
"The noblest hateful love, that e'er I heard of.",Shakespeare
"Nay, now you are too flat",Shakespeare
"That danger shall seem sport, and I will go.",Shakespeare
"But smacks of something greater than herself,",Shakespeare
Good queen!,Shakespeare
"And I seeing this came thence for very shame,",Shakespeare
Fortune forbid my outside have not charm'd her!,Shakespeare
The keys of all the posterns: please your highness,Shakespeare
To see the life as lively mock'd as ever,Shakespeare
"Until a time may serve: for present vengeance,",Shakespeare
Pours into captains' wounds? Banishment!,Shakespeare
"For in revenge of my contempt of love,",Shakespeare
"had rather than forty shillings I had such a leg,",Shakespeare
"With such discourse as, I not doubt, shall make it",Shakespeare
"He doth rely on none,",Shakespeare
"""@RedScareBot: @brandongordy1: @realDonaldTrump is what we millennials need. I used to support that socialist from VT, what a mistake.""",Trump
Enter CRESSIDA and ALEXANDER,Shakespeare
"The Clintons are the real predators...
https://t.co/Fr0gFtZVVz",Trump
Peace! stand aside: the company parts.,Shakespeare
"Wilt come? I'll follow, Stephano.",Shakespeare
"Nay, my troth, I know not: but I know, to be up",Shakespeare
And that I owe Olivia.,Shakespeare
For that I knew it the most general way--,Shakespeare
"Or seek for rule, supremacy and sway,",Shakespeare
O thou untaught! what manners is in this?,Shakespeare
Thou art a fool to bid me farewell twice.,Shakespeare
What is he more than another?,Shakespeare
"""@CLewandowski_: Massive crowd in Pensacola, Florida! Unbelievable! THANK YOU! #VoteTrump https://t.co/9D2tsQaysd""",Trump
"By decimation, and a tithed death--",Shakespeare
"""@678b4612a62641f: @realDonaldTrump @Reid2962 @FoxNews @megynkelly my vote remains for trump!""",Trump
"""@vbonina:  @ConserveCast @GeorgeWill why does Fox even talk to Will? He is clueless and doesnt represent what our party is about.""",Trump
Safely in harbour,Shakespeare
"Read over Julia's heart, thy first best love,",Shakespeare
"Patroclus, let us feast him to the height.",Shakespeare
"Few words suffice, and therefore, if thou know",Shakespeare
How is Bernie Sanders going to defend our country if he cant even defend his own microphone? Very sad!,Trump
"""@LiliannyLeebou: I think the first female president of the USA will be @IvankaTrump a beautiful intelligent young genuine successful lady!""",Trump
"A pattern, precedent, and lively warrant,",Shakespeare
"Then let my father's honours live in me,",Shakespeare
"The milk thou suck'dst from her did turn to marble,",Shakespeare
"It seems you loved not her, to leave her token.",Shakespeare
"I must obey: his art is of such power,",Shakespeare
"I was so happy when I heard that @Politico, one of the most dishonest political outlets, is losing a fortune. Pure scum!",Trump
"To answer for his love, tell him from me",Shakespeare
How! what does his cashiered worship mutter?,Shakespeare
"""@gene70: @FireFlyFury @megynkelly @realDonaldTrump And this is the bimbo thats asking presidential questions? https://t.co/oU1uUGnuWb""",Trump
"Join me in California or Montana!
5/25/16: Anaheim, California
https://t.co/mmPck1HYrC
5/26/16: Billings, Montana
https://t.co/atvrCgjFDe",Trump
Your honourable letter he desires,Shakespeare
My master is awaked by great occasion,Shakespeare
"Of your entire affection to Bianca,",Shakespeare
"I will do so. Signior Fabian, stay you by this",Shakespeare
rouse the night-owl in a catch that will draw three,Shakespeare
Even as I would when I to love begin.,Shakespeare
The unworthiest shows as fairly in the mask.,Shakespeare
"Why then preferr'd you not your sums and bills,",Shakespeare
"What wouldst thou of us, Trojan? make demand.",Shakespeare
"surgere,' thou know'st,--",Shakespeare
"""@HL3tweets: @TDsVoice @CNN @CNNPolitics Im watching now and will watch the entire debate while reading Trumps Tweets. Grab the popcorn""",Trump
"Come to the pedlar,",Shakespeare
"To appoint myself in this vexation, sully",Shakespeare
"To see you so attired, sworn, I think,",Shakespeare
The Emperor of Russia was my father:,Shakespeare
like those that under hot ardent zeal would set,Shakespeare
In this strange stare?,Shakespeare
SCENE V. OLIVIA'S house.,Shakespeare
"Unworthy brother, and unworthy sons!",Shakespeare
"""@dukeofbc:  @megynkelly debate Cruz one on one. I would just tell him that you were to busy running for the President of USA, not Canada""",Trump
"I did interview with Chris Wallace of @FoxNews in order to be fair. He then puts on Rove, Lane and Will, three Trump bashers, to discuss.",Trump
"Though ne'er so black, say they have angels' faces.",Shakespeare
But yet let reason govern thy lament.,Shakespeare
"""@rfscottga: @realDonaldTrump @FoxNews It was Excellent interview sir. May watch it again.  Trump 2016""",Trump
"listening. Now I begin: Imprimis, we came down a",Shakespeare
"Most royal sir, from thence, from him, whose daughter",Shakespeare
"That ever Katharina will be woo'd,",Shakespeare
"And brought to yoke, the enemies of Rome.",Shakespeare
"I play'd the fool, it was my negligence,",Shakespeare
"Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE_ https://t.co/rVcjXdWxzp",Trump
